Country,Dish,Ingredients,Quantities,Facets,Description
Somalia,Muufo,Corn flour; Water; Salt; Sugar; Sesame seeds; Oil,400g; 500ml; 1 tsp; 1 tbsp; 2 tbsp; 3 tbsp,BREADS; SIDES; VEGAN; VEGETARIAN,"A Somali flatbread baked in a traditional oven, eaten at breakfast."
South Africa,Braai,Beef steak; Boerewors sausage; Lamb chops; Coarse salt; Oil; Garlic; Rosemary; Lemon,2kg; 500g; 500g; 2 tbsp; 2 tbsp; 3 cloves; 2 sprigs; 1,BEEF; GRILLED; LAMB; MAIN; PORK,South Africa's beloved open-fire barbecue of grilled meats and boerewors sausage.
South Africa,Bobotie,Ground beef; Egg; Milk; Curry powder; Apricot jam; Bay leaf; Onion; Lemon; Bread; Raisins,500g; 3; 250ml; 2 tbsp; 2 tbsp; 3; 1; 1; 2 slices; 50g,BEEF; CURRIES; MAIN,South Africa's national dish of spiced minced meat baked under a savoury egg custard.
South Africa,Bunny Chow,Bread loaf; Lamb curry; Onion; Garlic; Ginger; Curry powder; Tomatoes; Potatoes; Salt; Chili,1; 500g; 1; 3 cloves; 1 tbsp; 2 tbsp; 2; 2; 1 tsp; 1,BREADS; CURRIES; LAMB; MAIN,A Durban institution: a hollowed-out bread loaf filled with curry.
South Africa,Melktert,Flour; Butter; Eggs; Milk; Sugar; Cinnamon; Cornstarch; Vanilla; Salt,250g; 125g; 3; 1L; 150g; 1 tsp; 3 tbsp; 1 tsp; pinch,DESSERTS; VEGETARIAN,A South African milk tart with a pastry shell filled with smooth cinnamon-spiced custard.
Spain,Paella Valenciana,Bomba rice; Chicken; Rabbit; Tomatoes; Green beans; Garlic; Paprika; Saffron; Olive oil; Chicken stock,500g; 500g; 500g; 2; 200g; 4 cloves; 1 tsp; pinch; 100ml; 1L,MAIN; POULTRY; RICE; WHITE_MEAT,"Spain's iconic saffron rice dish with rabbit, chicken and green beans."
Spain,Tortilla Española,Eggs; Potatoes; Onion; Olive oil; Salt; Black pepper,6; 1kg; 2; 200ml; 1 tsp; 1/2 tsp,MAIN; VEGETARIAN,"A thick Spanish omelette of potato and egg, the quintessential tapa."
Spain,Gazpacho,Tomatoes; Cucumber; Bell pepper; Bread; Garlic; Olive oil; Red wine vinegar; Salt; Water; Ice,1kg; 1; 1; 2 slices; 2 cloves; 50ml; 2 tbsp; 1 tsp; 200ml; for serving,RAW; SOUPS; STARTERS; VEGAN; VEGETARIAN,"Andalusian chilled raw tomato soup blended with pepper, cucumber and garlic."
Spain,Jamón Ibérico con Pan,Iberian ham; Bread; Tomato; Olive oil; Garlic; Salt,200g; 1 baguette; 2; 2 tbsp; 1 clove; pinch,PORK; STARTERS,Thin slices of Spain's prized acorn-fed iberico ham on crusty bread rubbed with tomato.
Spain,Gambas al Ajillo,Shrimp; Garlic; Olive oil; Chili flakes; White wine; Parsley; Salt; Lemon,500g; 6 cloves; 100ml; 1/2 tsp; 100ml; 1/4 cup; 1 tsp; 1,STARTERS,"Spanish garlic shrimp sizzled in olive oil with chili flakes, a classic tapa."
Sri Lanka,Rice and Curry,Basmati rice; Chicken; Coconut milk; Curry leaves; Mustard seeds; Turmeric; Cinnamon; Cardamom; Garlic; Onion,400g; 500g; 400ml; 10; 1 tsp; 1 tsp; 1 stick; 3; 3 cloves; 1,CURRIES; MAIN; POULTRY; RICE,Sri Lanka's daily staple of steamed rice accompanied by several small curries.
Sri Lanka,Hoppers,Rice flour; Coconut milk; Yeast; Egg; Salt; Oil; Coconut cream; Sugar,300g; 400ml; 1 tsp; 1; 1 tsp; 2 tbsp; 100ml; 1 tsp,BREADS; MAIN; VEGETARIAN,"Sri Lankan bowl-shaped fermented rice and coconut milk crepes, crispy at the edges."
Sri Lanka,Fish Ambul Thiyal,Tuna; Goraka/Dried gamboge; Garlic; Ginger; Peppercorns; Cinnamon; Cardamom; Curry leaves; Oil; Salt,500g; 30g; 3 cloves; 1 tsp; 1 tsp; 1/2 tsp; 2; 8; 2 tbsp; 1 tsp,CURRIES; LEAN_FISH; MAIN,Sri Lankan sour fish curry of dark tuna with black pepper and spices.
Sudan,Ful Medames,Fava beans; Olive oil; Lemon juice; Garlic; Cumin; Chili; Salt; Onion; Egg; Pita bread,500g; 50ml; 3 tbsp; 3 cloves; 1 tsp; 1; 1 tsp; 1; 2; 4,MAIN; VEGETARIAN,"Slow-cooked fava beans seasoned with garlic, lemon and cumin, Egypt's ancient breakfast."
Sudan,Asida,Sorghum flour; Water; Salt; Honey; Butter; Yogurt,500g; 1L; 1 tsp; 2 tbsp; 50g; 200ml,SIDES; VEGETARIAN,A smooth thick porridge of wheat or sorghum flour eaten across North and East Africa.
Sudan,Mullah Stew,Beef; Onion; Tomatoes; Garlic; Cumin; Coriander; Chili; Oil; Salt; Potato,500g; 2; 3; 4 cloves; 1 tsp; 1 tsp; 1; 100ml; 1 tsp; 2,BEEF; MAIN; SOUPS,A Sudanese meat and vegetable stew eaten with asida or kisra flatbread.
Sweden,Köttbullar,Ground pork; Ground beef; Onion; Breadcrumbs; Milk; Egg; Allspice; Salt; Butter; Cream sauce,400g; 200g; 1; 50g; 50ml; 1; 1/4 tsp; 1 tsp; 50g; 200ml,BEEF; MAIN; PORK,Sweden's iconic small meatballs served with mashed potato and lingonberry jam.
Sweden,Gravlax,Salmon; Salt; Sugar; Dill; White pepper; Mustard sauce; Lemon; Rye crispbread,500g; 50g; 50g; 1 bunch; 1 tsp; 100ml; 1; for serving,FAT_FISH; RAW; STARTERS,"Nordic cold-cured salmon with dill, salt and sugar, served on rye bread."
Sweden,Smörgåsbord,Gravlax; Pickled herring; Meatballs; Janssons frestelse; Hard-boiled eggs; Crispbread; Butter; Sour cream; Mustard; Dill,200g; 200g; 20; 400g; 4; 200g; 100g; 100ml; 2 tbsp; 1/4 cup,FAT_FISH; STARTERS,"The Swedish elaborate cold buffet of herring, salmon and meatballs."
Switzerland,Fondue,Gruyère cheese; Emmental cheese; Dry white wine; Garlic; Cornstarch; Kirsch; Nutmeg; Pepper; Bread,300g; 300g; 300ml; 1 clove; 1 tbsp; 2 tbsp; 1/4 tsp; 1/4 tsp; 1 baguette,MAIN; VEGETARIAN,Swiss melted cheese fondue in a communal pot for dipping bread.
Switzerland,Rösti,Potatoes; Butter; Salt; Black pepper; Bacon; Gruyère cheese; Onion,1kg; 80g; 1 tsp; 1/2 tsp; 150g; 100g; 1,MAIN; PORK,"A Swiss crispy pan-fried potato cake, popular in German-speaking Switzerland."
Switzerland,Zürcher Geschnetzeltes,Veal; Mushrooms; Heavy cream; White wine; Shallots; Butter; Flour; Salt; Parsley; Lemon,500g; 200g; 200ml; 100ml; 2; 50g; 1 tbsp; 1 tsp; 2 tbsp; 1,BEEF; MAIN,Zurich's classic dish of thinly sliced veal in a creamy mushroom and white wine sauce.
Syria,Kibbeh Nayyeh,Ground lamb; Bulghur; Onion; Mint; Allspice; Cinnamon; Olive oil; Salt; Pine nuts; Black pepper,500g; 200g; 1; 1/4 cup; 1 tsp; 1/2 tsp; 50ml; 1 tsp; 50g; 1/2 tsp,LAMB; RAW; STARTERS,"Syrian raw kibbeh of finely minced lamb and bulgur wheat, seasoned with spices."
Syria,Fattoush,Stale pita bread; Romaine lettuce; Tomatoes; Cucumber; Radish; Parsley; Mint; Sumac; Olive oil; Lemon juice,2; 1 head; 2; 1; 5; 1/2 cup; 1/4 cup; 2 tsp; 50ml; 3 tbsp,RAW; SALADS; STARTERS; VEGAN; VEGETARIAN,Lebanese-Syrian bread salad of toasted pita with fresh vegetables and sumac.
Syria,Kafta,Ground lamb; Ground beef; Onion; Parsley; Allspice; Cinnamon; Cumin; Paprika; Salt; Black pepper,400g; 200g; 1; 1/2 cup; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tsp; 1 tsp; 1/2 tsp,BEEF; GRILLED; LAMB; MAIN,"Middle Eastern minced lamb or beef patties with parsley and onion, grilled or baked."
Taiwan,Beef Noodle Soup,Beef shank; Ramen noodles; Soy sauce; Doubanjiang; Garlic; Ginger; Star anise; Tomatoes; Scallions; Chili,1kg; 400g; 100ml; 2 tbsp; 4 cloves; 2 tbsp; 3; 2; 2; 2,BEEF; MAIN; PASTA; SOUPS,Taiwan's beloved braised beef noodle soup in a rich soy and chili bean paste broth.
Taiwan,Lu Rou Fan,Pork belly; Soy sauce; Rice wine; Sugar; Five-spice; Shallots; Garlic; Eggs; Mushrooms; Rice,500g; 100ml; 50ml; 2 tbsp; 1 tsp; 4; 3 cloves; 4; 50g; 400g,MAIN; PORK; RICE,Taiwanese braised pork belly rice: sticky soy-braised mince over steamed white rice.
Taiwan,Scallion Pancake,Flour; Scallions; Sesame oil; Salt; Oil; Water; Dipping sauce,400g; 4; 3 tbsp; 1 tsp; 3 tbsp; 250ml; 50ml,BREADS; FRIED; STARTERS; VEGAN; VEGETARIAN,"A flaky, layered Taiwanese pan-fried flatbread with spring onion."
Tajikistan,Qurutob,Flatbread; Katyk/Sour milk; Onion; Butter; Coriander; Dill; Parsley; Garlic; Salt; Black pepper,4; 500ml; 2; 50g; 1/4 cup; 1/4 cup; 1/4 cup; 2 cloves; 1 tsp; 1/2 tsp,MAIN; VEGETARIAN,Tajikistan's national dish of flatbread in a sour milk and butter sauce with herbs.
Tajikistan,Osh,Basmati rice; Lamb; Carrots; Onion; Garlic; Cumin; Dried berberries; Oil; Salt; Black pepper,500g; 500g; 2; 2; 1 head; 1 tsp; 50g; 100ml; 1 tsp; 1/2 tsp,LAMB; MAIN; RICE,Central Asian plov of rice and lamb cooked in oil with carrots and onion.
Tajikistan,Shurbo,Lamb; Potatoes; Carrots; Onion; Tomatoes; Garlic; Bay leaf; Cumin; Parsley; Salt,1kg; 3; 2; 1; 2; 3 cloves; 2; 1 tsp; 1/4 cup; 1 tsp,LAMB; MAIN; SOUPS,"A Tajik clear meat and vegetable soup, sustaining and simple."
Tanzania,Nyama Choma (Goat),Goat meat; Nyama Choma (base),200g; 1 serving,MAIN; MEAT; GRILLED,"East African roasted or grilled goat over charcoal, Kenya's most beloved social food."
Tanzania,Pilau,Basmati rice; Beef; Pilau masala; Onion; Garlic; Ginger; Tomatoes; Oil; Salt; Cardamom,500g; 500g; 2 tbsp; 2; 3 cloves; 1 tbsp; 2; 100ml; 1 tsp; 3,BEEF; MAIN; RICE,"East African fragrant spiced rice with meat cooked in cumin, cardamom and black pepper."
Tanzania,Ugali na Samaki,Maize flour; Water; Salt; Fish; Tomatoes; Onion; Garlic; Chili; Oil,500g; 1L; 1 tsp; 500g; 2; 1; 2 cloves; 1; 3 tbsp,LEAN_FISH; MAIN; SIDES,East African stiff maize porridge paired with fried or stewed fish.
Thailand,Pad Thai,Rice noodles; Shrimp; Tofu; Egg; Bean sprouts; Peanuts; Tamarind sauce; Fish sauce; Garlic; Green onion,400g; 200g; 200g; 2; 100g; 50g; 3 tbsp; 2 tbsp; 3 cloves; 2,MAIN; PASTA,"Thailand's national stir-fried rice noodle dish with shrimp, egg, bean sprouts and peanuts."
Thailand,Green Curry,Chicken; Green curry paste; Coconut milk; Thai basil; Kaffir lime leaves; Fish sauce; Palm sugar; Zucchini; Bamboo shoots; Galangal,500g; 3 tbsp; 400ml; 1/2 cup; 4; 2 tbsp; 1 tbsp; 1; 100g; 1 tsp,CURRIES; MAIN; POULTRY,Thai fragrant coconut milk curry with green chili paste and Thai basil.
Thailand,Tom Yum Goong,Shrimp; Lemongrass; Kaffir lime leaves; Galangal; Thai bird chili; Mushrooms; Lime juice; Fish sauce; Cilantro; Nam prik pao,500g; 3 stalks; 6; 30g; 4; 100g; 3 tbsp; 2 tbsp; 1/4 cup; 1 tbsp,MAIN; SOUPS,Thailand's iconic hot and sour prawn soup with lemongrass and galangal.
Thailand,Som Tum,Green papaya; Lime juice; Fish sauce; Garlic; Bird's eye chili; Cherry tomatoes; Peanuts; Palm sugar; Dried shrimp; Long beans,500g; 3 tbsp; 2 tbsp; 3 cloves; 3; 100g; 50g; 1 tbsp; 2 tbsp; 100g,SALADS; STARTERS,"Thai shredded green papaya salad pounded with lime, fish sauce and chili."
Thailand,Massaman Curry,Beef; Massaman curry paste; Coconut milk; Potatoes; Onion; Peanuts; Tamarind; Fish sauce; Palm sugar; Bay leaf,500g; 3 tbsp; 400ml; 3; 1; 50g; 1 tbsp; 2 tbsp; 1 tbsp; 2,BEEF; CURRIES; MAIN,"A rich, mild Thai curry of Persian-Muslim origin with potato and peanuts."
Thailand,Khao Man Gai,Poached chicken; Jasmine rice; Ginger; Garlic; Cucumber; Spring onion; Chicken broth; Chili dipping sauce; Cilantro; Sesame oil,1.5kg; 400g; 30g; 4 cloves; 1; 2; 1L; 100ml; 1/4 cup; 1 tbsp,MAIN; POULTRY; RICE,Thai poached chicken rice: soft chicken over stock-cooked rice with ginger sauce.
Timor-Leste,Batar Da'an,Corn; Black-eyed peas; Pumpkin; Onion; Garlic; Oil; Salt,400g; 200g; 300g; 1; 2 cloves; 3 tbsp; 1 tsp,MAIN; VEGAN; VEGETARIAN,Timor-Leste's staple corn and bean dish cooked with pumpkin leaves.
Timor-Leste,Ikan Pepes,White fish; Lemongrass; Galangal; Garlic; Shallots; Turmeric; Chili; Lime; Coconut milk; Banana leaves,500g; 1; 1 tsp; 3 cloves; 4; 1/2 tsp; 2; 1; 50ml; for wrapping,CURRIES; LEAN_FISH; MAIN,Timorese and Indonesian spiced fish wrapped in banana leaves and steamed.
Timor-Leste,Tapay,Rice; Tapioca; Sugar; Yeast; Water,400g; 100g; 50g; 1 tsp; 300ml,DESSERTS; VEGETARIAN,A Timorese fermented rice or cassava drink made for celebrations.
Togo,Fufu,Cassava; Plantain; Water; Salt,500g; 300g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,The staple starch of Central and West Africa: pounded cassava or plantain formed into soft dough balls.
Togo,Akoumé,Corn flour; Water; Salt; Palm oil; Onion; Tomatoes; Chili,400g; 1L; 1 tsp; 50ml; 1; 2; 1,MAIN; VEGAN; VEGETARIAN,"A Togolese cornmeal paste eaten with sauce of tomatoes, palm oil and fish."
Togo,Grilled Tilapia,Tilapia; Garlic; Ginger; Lemon juice; Chili powder; Paprika; Oil; Salt; Onion; Parsley,2; 3 cloves; 1 tsp; 2 tbsp; 1 tsp; 1 tsp; 2 tbsp; 1 tsp; 1; 1 tbsp,GRILLED; LEAN_FISH; MAIN,Fresh tilapia seasoned with local spices and grilled over charcoal.
Trinidad and Tobago,Doubles,Bara fried bread; Curried chickpeas; Tamarind sauce; Pepper sauce; Cucumber; Chutney; Cumin; Turmeric; Flour; Yeast,2; 200g; 2 tbsp; 1 tsp; 1/2; 2 tbsp; 1 tsp; 1/2 tsp; 300g; 1 tsp,BREADS; FRIED; STARTERS; VEGETARIAN,Trinidad's beloved street breakfast of soft bara flatbread sandwiching curried chickpeas.
Trinidad and Tobago,Pelau,Chicken; Rice; Pigeon peas; Coconut milk; Brown sugar; Onion; Garlic; Thyme; Carrots; Pumpkin,500g; 400g; 200g; 400ml; 2 tbsp; 1; 3 cloves; 1 tsp; 1; 200g,MAIN; POULTRY; RICE,"A one-pot Caribbean rice dish with caramelised chicken, pigeon peas and coconut milk."
Trinidad and Tobago,Callaloo,Dasheen leaves; Coconut milk; Crab; Onion; Garlic; Thyme; Pumpkin; Okra; Salt meat; Pepper,500g; 400ml; 2; 1; 3 cloves; 2 sprigs; 200g; 10; 200g; 1,MAIN; SOUPS,"Trinidad's national dish of dasheen leaves, coconut milk and crab or saltfish."
Tunisia,Shakshuka,Eggs; Tomatoes; Bell pepper; Onion; Garlic; Cumin; Paprika; Harissa; Olive oil; Parsley,6; 500g; 2; 1; 3 cloves; 1 tsp; 1 tsp; 1 tbsp; 3 tbsp; 2 tbsp,MAIN; VEGETARIAN,A Levantine dish of eggs poached in a spiced tomato and pepper sauce.
Tunisia,Brik,Thin pastry; Egg; Tuna; Harissa; Onion; Parsley; Capers; Oil for frying,2 sheets; 2; 100g; 1 tsp; 1/2; 2 tbsp; 1 tbsp; 200ml,FRIED; LEAN_FISH; STARTERS,"Tunisian crispy fried pastry triangle filled with egg, tuna and harissa."
Tunisia,Lamb Couscous,Couscous; Lamb shoulder; Chickpeas; Harissa; Tomato paste; Carrots; Zucchini; Onion; Ras el Hanout; Olive oil,500g; 500g; 200g; 2 tbsp; 2 tbsp; 2; 2; 1; 1 tbsp; 50ml,LAMB; MAIN; RICE,Tunisian couscous steamed over a spiced lamb broth with harissa.
Turkey,Doner Kebab,Lamb; Beef; Yogurt; Onion; Garlic; Cumin; Paprika; Thyme; Egg; Black pepper,700g; 300g; 200ml; 1; 3 cloves; 1 tsp; 1 tbsp; 1 tsp; 1; 1 tsp,BEEF; GRILLED; LAMB; MAIN,Seasoned lamb or chicken roasted on a vertical rotisserie and shaved into flatbread.
Turkey,Lahmacun,Flour; Ground beef; Onion; Tomatoes; Bell pepper; Garlic; Parsley; Red pepper paste; Cumin; Oil,500g; 300g; 1; 2; 1; 3 cloves; 1/4 cup; 2 tbsp; 1 tsp; 50ml,BEEF; BREADS; MAIN,"A thin Turkish flatbread topped with minced lamb, tomato and herbs."
Turkey,Manti,Flour; Ground beef; Onion; Garlic; Yogurt; Butter; Paprika; Cumin; Mint; Black pepper,400g; 300g; 1; 2 cloves; 400ml; 100g; 1 tsp; 1/2 tsp; 1 tsp; 1/2 tsp,BEEF; MAIN,"Small Turkish dumplings filled with spiced lamb, served with garlic yogurt and chili butter."
Turkey,İskender Kebab,Lamb or beef; Pita bread; Yogurt; Tomato sauce; Butter; Paprika; Cumin; Salt; Onion; Parsley,500g; 4; 200ml; 200ml; 100g; 1 tsp; 1/2 tsp; 1 tsp; 1; 1/4 cup,BEEF; LAMB; MAIN,Bursa's famous doner kebab slices over flatbread with tomato sauce and yogurt.
Turkey,Baklava,Phyllo dough; Pistachios; Walnuts; Butter; Honey; Sugar; Water; Cinnamon; Lemon juice,400g; 200g; 200g; 200g; 200ml; 200g; 200ml; 1 tsp; 1 tbsp,BREADS; DESSERTS; VEGETARIAN,Layers of thin phyllo pastry filled with nuts and soaked in sweet syrup.
Turkey,Mercimek Çorbası,Red lentils; Onion; Carrot; Celery; Tomato paste; Cumin; Paprika; Olive oil; Salt; Lemon,300g; 1; 1; 1; 2 tbsp; 1 tsp; 1 tsp; 3 tbsp; 1 tsp; 1,MAIN; SOUPS; VEGAN; VEGETARIAN,A silky Turkish red lentil soup finished with butter and dried mint.
Turkmenistan,Plov,Basmati rice; Lamb; Carrots; Onion; Garlic; Cumin; Coriander; Oil; Salt; Black pepper,500g; 500g; 2; 2; 1 head; 1 tsp; 1 tsp; 100ml; 1 tsp; 1/2 tsp,LAMB; MAIN; RICE,"A celebrated Central Asian rice pilaf layered with saffron, dried fruits and lamb."
Turkmenistan,Çal,Camel milk; Water; Salt; Sugar,500ml; 200ml; 1/2 tsp; 1 tsp,DRINKS,"A Turkmen fermented camel milk drink, consumed for its cooling and nutritious properties."
Turkmenistan,Dograma,Bread; Lamb; Onion; Black pepper; Salt; Water,4; 500g; 2; 1 tsp; 1 tsp; 500ml,LAMB; MAIN,"A Turkmen festival dish of bread, boiled mutton and raw onions."
Uganda,Rolex,Chapati; Eggs; Tomatoes; Onion; Bell pepper; Oil; Salt; Chili,2; 4; 2; 1; 1; 2 tbsp; 1/2 tsp; 1,BREADS; MAIN; VEGETARIAN,Uganda's iconic street food of eggs and vegetables rolled in a chapati.
Uganda,Matoke,Green bananas; Salt; Oil; Onion; Tomatoes; Garlic; Water,6; 1 tsp; 2 tbsp; 1; 2; 2 cloves; 300ml,SIDES; VEGAN; VEGETARIAN,"Uganda's staple of steamed green bananas, mashed and served with meat stews."
Uganda,Groundnut Stew,Beef; Groundnut paste; Tomatoes; Onion; Garlic; Ginger; Chili; Oil; Salt; Water,500g; 300g; 3; 1; 3 cloves; 1 tbsp; 1; 100ml; 1 tsp; 1L,BEEF; MAIN; SOUPS,East and West African peanut sauce stew with chicken or beef.
Ukraine,Varenyky,Flour; Potato; Onion; Butter; Egg; Sour cream; Salt; Black pepper; Bacon; Cheddar cheese,400g; 600g; 1; 50g; 1; 100ml; 1 tsp; 1/2 tsp; 100g; 100g,MAIN; PORK,"Ukraine's beloved filled dumplings of potato, cheese or cherries."
Ukraine,Borscht,Beets; Beef; Cabbage; Potatoes; Carrots; Tomato paste; Onion; Garlic; Sour cream; Dill,500g; 500g; 300g; 2; 1; 2 tbsp; 1; 3 cloves; 100ml; 1/4 cup,BEEF; MAIN; SOUPS,"Eastern European beetroot soup, rich and earthy, served hot or cold with sour cream."
Ukraine,Chicken Kyiv,Chicken breast; Butter; Garlic; Dill; Flour; Egg; Breadcrumbs; Oil; Salt; Lemon,4; 150g; 3 cloves; 2 tbsp; 100g; 2; 150g; 500ml; 1 tsp; 1,FRIED; MAIN; POULTRY,"Crispy breaded chicken breast filled with herbed butter, a Ukrainian classic."
United Arab Emirates,Mandi,Lamb; Basmati rice; Mandi spices; Onion; Tomatoes; Garlic; Ghee; Saffron; Raisins; Almonds,2kg; 1kg; 3 tbsp; 2; 3; 4 cloves; 100g; pinch; 100g; 100g,LAMB; MAIN; RICE,UAE and Yemeni whole lamb or chicken slow-cooked in a tandoor oven over spiced rice.
United Arab Emirates,Harees,Wheat; Lamb; Butter; Cinnamon; Salt; Cumin; Water,300g; 500g; 100g; 1/2 tsp; 1 tsp; 1/2 tsp; 2L,LAMB; MAIN; RICE,A UAE and Gulf wheat and lamb porridge slow-cooked until smooth.
United Arab Emirates,Luqaimat,Flour; Yeast; Sugar; Cardamom; Saffron; Oil for frying; Honey; Sesame seeds,250g; 1 tsp; 1 tbsp; 1/2 tsp; pinch; 1L; 100ml; 2 tbsp,DESSERTS; FRIED; VEGETARIAN,"Emirati crispy fried dough balls drizzled with date syrup, a sweet Ramadan snack."
United Kingdom,Fish and Chips,Cod fillets; Potatoes; Flour; Baking powder; Beer; Salt; Oil for frying; Malt vinegar; Mushy peas,4; 1kg; 200g; 1 tsp; 300ml; 1 tsp; 1L; for serving; 200g,FRIED; LEAN_FISH; MAIN,The British national dish: battered deep-fried fish with thick cut chips.
United Kingdom,Sunday Roast,Beef rib roast; Potatoes; Carrots; Parsnips; Yorkshire pudding batter; Beef gravy; Horseradish sauce; Peas; Brussels sprouts; Butter,2kg; 1kg; 2; 4; 400ml; 500ml; 100ml; 200g; 200g; 50g,BEEF; GRILLED; MAIN,Britain's weekly tradition of oven-roasted meat with roast potatoes and gravy.
United Kingdom,Shepherd's Pie,Ground lamb; Potatoes; Onion; Carrots; Peas; Beef stock; Worcestershire sauce; Butter; Milk; Salt,500g; 1kg; 1; 2; 200g; 250ml; 2 tbsp; 50g; 100ml; 1 tsp,LAMB; MAIN,A British baked casserole of minced lamb in gravy topped with mashed potato.
United Kingdom,Chicken Tikka Masala,Chicken; Tomato sauce; Heavy cream; Garlic; Ginger; Garam masala; Cumin; Paprika; Yogurt; Onion,500g; 400ml; 150ml; 4 cloves; 2 tbsp; 2 tsp; 1 tsp; 2 tsp; 150ml; 1,CURRIES; MAIN; POULTRY,Grilled marinated chicken in a creamy tomato and spice sauce.
United States,Barbecue Ribs,Pork ribs; Barbecue sauce; Brown sugar; Paprika; Cumin; Garlic powder; Onion powder; Salt; Black pepper; Apple cider vinegar,2kg; 500ml; 3 tbsp; 2 tbsp; 1 tsp; 1 tsp; 1 tsp; 1 tsp; 1 tsp; 50ml,GRILLED; MAIN; PORK,American slow-smoked pork ribs slathered in tangy barbecue sauce.
United States,Clam Chowder,Clams; Potatoes; Bacon; Onion; Celery; Heavy cream; Butter; Thyme; Bay leaf; Salt,500g; 3; 200g; 1; 2; 300ml; 50g; 1 tsp; 2; 1 tsp,MAIN; PORK; SOUPS,"A creamy New England soup of clams, potatoes and smoky bacon."
United States,Philly Cheesesteak,Beef steak; Hoagie roll; Provolone cheese; Green pepper; Onion; Mushrooms; Oil; Salt; Black pepper,500g; 4; 200g; 1; 1; 100g; 3 tbsp; 1 tsp; 1/2 tsp,BEEF; MAIN,"Thinly sliced beef with melted cheese on a hoagie roll, the iconic Philadelphia sandwich."
United States,Mac and Cheese,Macaroni; Cheddar cheese; Butter; Flour; Milk; Salt; Black pepper; Mustard powder; Breadcrumbs; Paprika,400g; 300g; 50g; 3 tbsp; 500ml; 1 tsp; 1/2 tsp; 1/2 tsp; 50g; 1/2 tsp,MAIN; VEGETARIAN,The ultimate American comfort food: macaroni pasta in a rich creamy cheese sauce.
United States,Pancakes,Flour; Milk; Eggs; Butter; Baking powder; Sugar; Salt; Vanilla; Maple syrup; Blueberries,300g; 300ml; 2; 50g; 2 tsp; 2 tbsp; 1/2 tsp; 1 tsp; 100ml; 100g,MAIN; VEGETARIAN,Fluffy American breakfast pancakes served with butter and maple syrup.
Uruguay,Chivito,Beef steak; Ham; Fried egg; Bacon; Mozzarella; Tomato; Lettuce; Mayonnaise; Bread roll; Pickles,150g; 50g; 1; 2 strips; 50g; 1; 2 leaves; 2 tbsp; 1; 20g,BEEF; MAIN; PORK,"Uruguay's towering steak sandwich piled with egg, ham, bacon, cheese and vegetables."
Uruguay,Asado,Beef ribs; Chorizo; Morcilla; Coarse salt; Chimichurri; Olive oil; Garlic,2kg; 4; 2; 3 tbsp; 100ml; 50ml; 4 cloves,BEEF; GRILLED; MAIN; PORK,Argentina's iconic open-fire barbecue of beef ribs and chorizo over wood coals.
Uruguay,Torta Frita,Flour; Lard/Fat; Water; Salt; Baking powder; Oil for frying,300g; 100g; 150ml; 1 tsp; 1 tsp; 500ml,BREADS; FRIED; SIDES; VEGETARIAN,Uruguayan fried bread dough eaten on rainy days with mate tea.
Uzbekistan,Plov,Basmati rice; Lamb; Carrots; Onion; Garlic; Cumin; Coriander; Oil; Raisins; Chickpeas,500g; 500g; 2; 2; 1 head; 1 tsp; 1 tsp; 100ml; 50g; 100g,LAMB; MAIN; RICE,"A celebrated Central Asian rice pilaf layered with saffron, dried fruits and lamb."
Uzbekistan,Lagman,Beef; Hand-pulled noodles; Bell pepper; Onion; Garlic; Tomato paste; Cumin; Star anise; Cilantro; Oil,500g; 400g; 1; 1; 4 cloves; 2 tbsp; 1 tsp; 1; 2 tbsp; 100ml,BEEF; MAIN; PASTA; SOUPS,Stretched hand-pulled noodles in a spiced meat and vegetable broth.
Uzbekistan,Manti,Flour; Lamb; Onion; Cumin; Black pepper; Salt; Water; Butter; Sour cream; Paprika,400g; 500g; 2; 1 tsp; 1/2 tsp; 1 tsp; 200ml; 50g; 100ml; 1 tsp,LAMB; MAIN,"Small Turkish dumplings filled with spiced lamb, served with garlic yogurt and chili butter."
Uzbekistan,Somsa,Puff pastry; Lamb; Onion; Cumin; Black pepper; Salt; Sesame seeds,400g; 400g; 2; 1 tsp; 1/2 tsp; 1 tsp; 1 tbsp,BREADS; LAMB; STARTERS,Uzbek baked stuffed pastries of lamb and onion cooked in a clay tandoor.
Venezuela,Pabellón Criollo,Shredded beef; Black beans; White rice; Fried plantains; Onion; Garlic; Tomatoes; Cumin; Salt; Oil,500g; 300g; 400g; 2; 1; 3 cloves; 2; 1 tsp; 1 tsp; 100ml,BEEF; MAIN; RICE,"Venezuela's national dish of black beans, white rice, shredded beef and sweet plantain."
Venezuela,Arepas,Masarepa corn flour; Water; Salt; Cheese; Shredded meat; Avocado; Butter; Eggs,400g; 500ml; 1 tsp; 200g; 200g; 1; 30g; 2,BEEF; BREADS; MAIN,Venezuelan and Colombian cornmeal cakes split open and stuffed with endless fillings.
Venezuela,Hallacas,Corn dough; Beef; Pork; Chicken; Raisins; Olives; Capers; Onion; Bell pepper; Banana leaves,500g; 200g; 200g; 200g; 50g; 50g; 2 tbsp; 1; 1; for wrapping,BEEF; BREADS; MAIN; PORK; POULTRY,Venezuela's Christmas dish of spiced meat in corn dough wrapped in banana leaves.
